id,year_birth,education,marital_status,income,income_r$,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response,age
5012,1989,graduation,married,"R$ 28.691,00","2869100,00%",1,0,2013-04-07,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,36
7495,1948,phd,married,"R$ 56.223,00","5622300,00%",0,1,,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,77
5029,1946,graduation,married,"R$ 18.100,00","1810000,00%",0,0,2013-06-08,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,79
10642,1989,graduation,single,"R$ 30.279,00","3027900,00%",1,0,,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,36
2106,1974,2n cycle,married,"R$ 20.130,00","2013000,00%",0,0,,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,51
10364,1959,graduation,divorced,"R$ 23.295,00","2329500,00%",0,0,,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,66
5954,1972,master,divorced,"R$ 42.618,00","4261800,00%",1,0,2013-09-10,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,53
1137,1964,graduation,single,"R$ 81.246,00","8124600,00%",0,0,,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,61
2541,1976,graduation,married,"R$ 24.027,00","2402700,00%",1,0,2013-09-06,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,49
1142,1953,phd,married,"R$ 55.707,00","5570700,00%",0,1,,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,72
2276,1955,graduation,single,"R$ 57.959,00","5795900,00%",0,1,2013-02-05,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,70
2807,1969,graduation,married,"R$ 56.796,00","5679600,00%",0,1,,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,56
6471,1971,master,single,"R$ 36.230,00","3623000,00%",1,0,,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,54
6131,1980,2n cycle,married,"R$ 70.829,00","7082900,00%",1,1,2013-01-12,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,45
6233,1976,graduation,married,"R$ 65.991,00","6599100,00%",0,1,2012-07-09,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,49
4148,1972,graduation,married,"R$ 38.988,00","3898800,00%",1,2,,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,53
4947,1966,2n cycle,single,"R$ 89.572,00","8957200,00%",0,0,,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,59
3225,1984,master,married,"R$ 42.207,00","4220700,00%",1,0,2013-01-04,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,41
7540,1952,graduation,married,"R$ 50.300,00","5030000,00%",0,1,,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,73
10648,1982,2n cycle,together,"R$ 66.664,00","6666400,00%",0,0,,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,43
1992,1964,graduation,married,"R$ 60.597,00","6059700,00%",0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,61
7851,1949,graduation,widow,"R$ 70.165,00","7016500,00%",0,0,,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,76
8594,1958,phd,widow,"R$ 50.520,00","5052000,00%",0,1,,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,67
7059,1963,graduation,married,"R$ 80.124,00","8012400,00%",0,0,,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,62
2815,1975,graduation,married,"R$ 33.183,00","3318300,00%",1,0,,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,50
2416,1969,phd,single,"R$ 66.582,00","6658200,00%",0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,56
7999,1955,phd,together,"R$ 75.261,00","7526100,00%",0,0,,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,70
9213,1970,graduation,widow,"R$ 31.880,00","3188000,00%",1,0,,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,55
9697,1951,graduation,married,"R$ 53.790,00","5379000,00%",0,2,2014-06-03,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,74
3916,1971,phd,together,"R$ 49.269,00","4926900,00%",1,0,,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,54
2021,1975,graduation,married,"R$ 61.456,00","6145600,00%",0,1,,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,50
1581,1980,graduation,married,"R$ 37.406,00","3740600,00%",1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,45
564,1981,phd,together,"R$ 56.937,00","5693700,00%",1,0,2012-04-08,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,44
6619,1978,graduation,married,"R$ 38.415,00","3841500,00%",1,1,2013-02-01,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,47
9081,1988,graduation,single,"R$ 20.518,00","2051800,00%",1,0,,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,37
178,1956,graduation,married,"R$ 62.503,00","6250300,00%",0,1,,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,69
916,1972,phd,single,"R$ 41.644,00","4164400,00%",1,1,2014-09-05,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,53
5512,1977,master,married,"R$ 55.842,00","5584200,00%",0,1,,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,48
8970,1972,phd,married,"R$ 62.010,00","6201000,00%",0,1,,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,53
10581,1977,graduation,married,"R$ 41.124,00","4112400,00%",1,0,,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,48
5300,1973,master,married,"R$ 38.961,00","3896100,00%",1,0,,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,52
5154,1972,master,divorced,"R$ 37.760,00","3776000,00%",1,0,2013-11-08,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,53
8346,1974,graduation,single,"R$ 32.233,00","3223300,00%",1,0,,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,51
1676,1975,graduation,married,"R$ 43.057,00","4305700,00%",0,1,,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,50
9286,1960,master,together,"R$ 83.151,00","8315100,00%",0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,65
2426,1964,phd,divorced,"R$ 78.825,00","7882500,00%",0,0,,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,61
5172,1976,master,together,"R$ 65.104,00","6510400,00%",0,1,,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,49
5562,1974,graduation,married,"R$ 60.093,00","6009300,00%",0,1,,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,51
3436,1969,graduation,married,"R$ 14.045,00","1404500,00%",1,0,,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,56
3921,1952,2n cycle,widow,"R$ 28.457,00","2845700,00%",0,0,,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,73
3403,1958,phd,together,"R$ 78.952,00","7895200,00%",0,1,,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,67
22,1976,graduation,divorced,"R$ 46.310,00","4631000,00%",1,0,2012-03-12,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,49
10965,1955,graduation,together,"R$ 76.005,00","7600500,00%",0,0,,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,70
9426,1964,master,single,"R$ 58.308,00","5830800,00%",0,1,2013-12-01,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,61
6605,1944,phd,divorced,"R$ 55.614,00","5561400,00%",0,0,,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,81
3136,1962,master,divorced,"R$ 59.432,00","5943200,00%",0,1,,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,63
8737,1978,graduation,divorced,"R$ 55.563,00","5556300,00%",0,1,2014-05-04,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,47
11088,1971,phd,together,"R$ 78.642,00","7864200,00%",0,1,,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,54
716,1949,phd,together,"R$ 67.911,00","6791100,00%",0,1,,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,76
466,1944,graduation,married,"R$ 65.275,00","6527500,00%",0,0,2013-03-04,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,81
9135,1950,graduation,together,"R$ 27.203,00","2720300,00%",1,1,2012-06-08,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,75
10623,1961,master,together,"R$ 48.330,00","4833000,00%",0,1,,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,64
8151,1990,basic,married,"R$ 24.279,00","2427900,00%",0,0,,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,35
5140,1985,phd,married,"R$ 64.355,00","6435500,00%",1,0,,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,40
10160,1956,master,together,"R$ 50.943,00","5094300,00%",0,1,,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,69
4945,1953,graduation,widow,"R$ 53.653,00","5365300,00%",0,0,2012-07-11,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,72
10584,1976,graduation,married,"R$ 65.665,00","6566500,00%",0,1,2013-02-12,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,49
6071,1989,graduation,single,"R$ 81.217,00","8121700,00%",0,0,,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,36
3386,1992,graduation,married,"R$ 34.935,00","3493500,00%",0,0,,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,33
8939,1959,graduation,divorced,"R$ 61.250,00","6125000,00%",0,1,,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,66
9925,1981,phd,together,"R$ 39.665,00","3966500,00%",1,0,,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,44
4320,1979,graduation,single,"R$ 60.152,00","6015200,00%",0,1,,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,46
5389,1964,graduation,married,"R$ 48.920,00","4892000,00%",0,2,,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,61
6036,1959,master,together,"R$ 89.120,00","8912000,00%",0,0,,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,66
182,1946,phd,together,"R$ 44.124,00","4412400,00%",0,1,2013-11-05,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,79
203,1975,master,single,"R$ 81.169,00","8116900,00%",0,0,,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,50
11025,1961,graduation,married,"R$ 36.443,00","3644300,00%",1,1,2013-03-02,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,64
10203,1990,graduation,single,"R$ 26.095,00","2609500,00%",1,0,,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,35
4607,1959,graduation,together,"R$ 71.367,00","7136700,00%",0,0,,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,66
3711,1944,master,married,"R$ 80.184,00","8018400,00%",0,0,2014-01-03,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,81
3696,1965,graduation,divorced,"R$ 30.630,00","3063000,00%",1,1,,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,60
2532,1987,master,single,"R$ 73.454,00","7345400,00%",0,0,2014-01-03,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,38
9214,1991,graduation,married,"R$ 42.691,00","4269100,00%",0,0,,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,34
4943,1953,graduation,married,"R$ 70.503,00","7050300,00%",0,0,,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,72
35,1987,graduation,married,"R$ 25.545,00","2554500,00%",1,0,2012-08-09,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,38
2258,1986,graduation,married,"R$ 32.880,00","3288000,00%",1,0,2012-04-12,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,39
4322,1958,phd,together,"R$ 77.863,00","7786300,00%",0,0,,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,67
713,1977,master,married,"R$ 50.353,00","5035300,00%",0,0,2014-08-06,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,48
4702,1964,graduation,single,"R$ 61.839,00","6183900,00%",0,0,2012-12-08,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,61
3281,1960,phd,married,"R$ 49.154,00","4915400,00%",1,1,2013-03-11,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,65
702,1975,2n cycle,widow,"R$ 47.682,00","4768200,00%",0,1,,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,50
2004,1969,graduation,single,"R$ 72.679,00","7267900,00%",0,1,,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,56
4769,1977,master,together,"R$ 57.954,00","5795400,00%",1,1,,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,48
4437,1962,graduation,married,"R$ 65.316,00","6531600,00%",1,1,,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,63
8724,1982,graduation,single,"R$ 28.567,00","2856700,00%",1,0,,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,43
10741,1951,master,together,"R$ 47.352,00","4735200,00%",0,1,2013-11-04,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,74
1991,1967,graduation,together,"R$ 44.931,00","4493100,00%",0,1,,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,58
6931,1967,graduation,divorced,"R$ 76.982,00","7698200,00%",0,0,,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,58
11096,1952,2n cycle,together,"R$ 57.247,00","5724700,00%",0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,73
304,1981,master,single,"R$ 22.944,00","2294400,00%",1,0,,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,44
3665,1977,2n cycle,together,"R$ 25.315,00","2531500,00%",1,0,2013-07-11,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,48
10591,1969,graduation,widow,"R$ 43.638,00","4363800,00%",0,1,2012-06-08,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,56
5036,1984,phd,single,"R$ 42.710,00","4271000,00%",1,0,,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,41
5547,1982,phd,married,"R$ 84.169,00","8416900,00%",0,0,2013-07-08,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,43
7822,1976,graduation,together,"R$ 54.058,00","5405800,00%",0,1,2013-04-06,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,49
8541,1990,2n cycle,married,"R$ 24.683,00","2468300,00%",1,0,2014-08-03,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,35
10955,1964,graduation,widow,"R$ 85.620,00","8562000,00%",0,0,2014-07-01,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,61
4368,1980,graduation,married,"R$ 47.850,00","4785000,00%",1,0,2013-03-12,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,45
9671,1968,graduation,married,"R$ 19.514,00","1951400,00%",1,1,,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,57
2256,1973,master,married,"R$ 27.159,00","2715900,00%",1,1,,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,52
4279,1963,2n cycle,single,"R$ 39.548,00","3954800,00%",1,1,,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,62
5371,1989,graduation,single,"R$ 21.474,00","2147400,00%",1,0,2014-08-04,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,36
9240,1971,phd,single,"R$ 60.504,00","6050400,00%",0,1,2014-07-02,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,54
9460,1963,graduation,married,"R$ 22.419,00","2241900,00%",0,0,,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,62
9504,1949,master,married,"R$ 81.698,00","8169800,00%",0,0,2013-06-11,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,76
8692,1952,graduation,together,"R$ 43.462,00","4346200,00%",1,1,2012-12-09,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,73
448,1978,phd,single,"R$ 54.880,00","5488000,00%",1,0,2013-01-03,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,47
8314,1982,graduation,married,"R$ 79.908,00","7990800,00%",0,0,2013-05-04,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,43
8420,1970,2n cycle,married,"R$ 15.315,00","1531500,00%",0,0,2013-03-08,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,55
3174,1959,graduation,together,"R$ 87.771,00","8777100,00%",0,1,,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,66
7685,1978,graduation,married,"R$ 33.039,00","3303900,00%",1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,47
3179,1980,graduation,single,"R$ 81.741,00","8174100,00%",0,0,,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,45
9780,1971,master,together,"R$ 71.499,00","7149900,00%",0,1,,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,54
10681,1970,2n cycle,married,"R$ 62.466,00","6246600,00%",0,1,,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,55
10232,1963,phd,divorced,"R$ 48.799,00","4879900,00%",0,1,2013-05-11,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,62
4184,1950,phd,together,"R$ 52.157,00","5215700,00%",0,1,2014-07-06,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,75
9120,1962,graduation,single,"R$ 66.565,00","6656500,00%",0,1,2012-05-12,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,63
891,1951,master,together,"R$ 29.298,00","2929800,00%",1,1,2013-07-09,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,74
10381,1979,graduation,single,"R$ 47.691,00","4769100,00%",0,1,2013-05-07,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,46
3525,1970,graduation,together,"R$ 38.200,00","3820000,00%",1,1,2012-07-12,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,55
6818,1974,graduation,married,"R$ 44.989,00","4498900,00%",0,1,2012-12-09,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,51
3526,1968,phd,married,"R$ 38.443,00","3844300,00%",1,1,,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,57
8181,1978,2n cycle,single,"R$ 38.593,00","3859300,00%",1,0,,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,47
1029,1970,phd,together,"R$ 64.413,00","6441300,00%",0,1,2013-01-08,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,55
7369,1981,master,married,"R$ 36.959,00","3695900,00%",1,0,2013-02-10,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,44
2574,1977,phd,married,"R$ 61.996,00","6199600,00%",0,1,,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,48
8159,1968,graduation,married,"R$ 51.287,00","5128700,00%",1,1,2014-01-04,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,57
1160,1970,graduation,married,"R$ 13.260,00","1326000,00%",1,1,,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,55
10242,1966,phd,together,"R$ 47.472,00","4747200,00%",1,1,,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,59
5253,1956,master,together,"R$ 54.603,00","5460300,00%",1,1,2013-09-07,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,69
5966,1974,phd,married,"R$ 45.207,00","4520700,00%",1,1,2012-10-11,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,51
5314,1951,graduation,together,"R$ 40.689,00","4068900,00%",0,1,,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,74
5081,1967,2n cycle,together,"R$ 47.821,00","4782100,00%",1,1,,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,58
5123,1951,master,married,"R$ 27.450,00","2745000,00%",0,0,,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,74
5756,1983,graduation,together,"R$ 39.453,00","3945300,00%",1,0,2014-03-04,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,42
8036,1971,2n cycle,together,"R$ 26.850,00","2685000,00%",1,1,,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,54
9058,1955,graduation,widow,"R$ 79.800,00","7980000,00%",0,0,,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,70
5057,1961,master,married,"R$ 61.794,00","6179400,00%",0,1,,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,64
254,1955,graduation,together,"R$ 53.863,00","5386300,00%",0,1,,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,70
4179,1959,graduation,together,"R$ 24.221,00","2422100,00%",0,0,,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,66
3710,1984,phd,single,"R$ 39.684,00","3968400,00%",1,0,2012-12-10,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,41
7627,1975,master,married,"R$ 92.163,00","9216300,00%",0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,50
4501,1965,master,single,"R$ 69.882,00","6988200,00%",0,0,2013-10-11,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,60
6424,1977,graduation,together,"R$ 33.178,00","3317800,00%",1,0,,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,48
3075,1972,phd,married,"R$ 59.973,00","5997300,00%",0,0,2013-11-09,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,53
4992,1975,master,together,"R$ 17.459,00","1745900,00%",1,0,,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,50
5252,1969,graduation,divorced,"R$ 23.910,00","2391000,00%",1,0,,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,56
7444,1969,master,married,"R$ 42.169,00","4216900,00%",1,1,,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,56
6919,1978,2n cycle,married,"R$ 26.224,00","2622400,00%",1,0,2013-04-06,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,47
3537,1981,graduation,together,"R$ 31.089,00","3108900,00%",1,0,,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,44
10277,1961,graduation,single,"R$ 30.081,00","3008100,00%",0,1,,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,64
2453,1960,graduation,together,"R$ 62.807,00","6280700,00%",0,1,,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,65
7972,1955,graduation,single,"R$ 72.906,00","7290600,00%",0,0,,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,70
895,1948,phd,married,"R$ 61.467,00","6146700,00%",0,2,2012-09-12,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,77
1177,1966,master,together,"R$ 49.618,00","4961800,00%",1,1,,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,59
7141,1986,master,single,"R$ 21.888,00","2188800,00%",1,0,,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,39
7232,1973,graduation,widow,"R$ 42.429,00","4242900,00%",0,1,2014-11-02,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,52
8477,1956,graduation,divorced,"R$ 26.150,00","2615000,00%",2,1,2013-11-03,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,69
2457,1975,basic,married,"R$ 30.801,00","3080100,00%",0,1,,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,50
